,x,y,S-S22
2120,-921.76,354.461,-0.135306
2121,-835.735,382.853,-0.137615
2122,-748.443,269.055,-0.152895
2123,-940.788,462.08,-0.128739
2124,-818.43,301.387,-0.144502
2125,-962.623,358.926,-0.133123
2126,-1117.55,612.916,-0.117817
2127,-1265.21,411.054,-0.121703
2128,-978.967,495.833,-0.125934
2129,-707.043,270.002,-0.156737
2130,-1046.81,251.332,-0.133566
2131,-1193.16,654.053,-0.115149
2132,-724.227,334.095,-0.147603
2133,-1158.64,403.875,-0.124659
2134,-1019.21,525.522,-0.123508
2135,-1090.89,359.71,-0.128114
2136,-863.807,411.003,-0.134412
2137,-883.101,353.116,-0.137286
2138,-899.541,436.424,-0.131591
2139,-1323.09,791.668,-0.108944
2140,-1385.39,882.134,-0.105546
2141,-1025.28,333.133,-0.131583
2142,-1516.15,483.206,-0.115662
2143,-1404.42,429.519,-0.118593
2144,-1621.28,342.453,-0.117742
2145,-1747.19,337.55,-0.116649
2146,-1235.85,784.6,-0.109819
2147,-901.211,391.479,-0.134138
2148,-677.2,283.763,-0.157297
2149,-756.871,308.56,-0.148353
2150,-816.57,344.303,-0.141328
2151,-983.05,451.997,-0.12798
2152,-696.356,305.552,-0.152987
2153,-1003.83,363.569,-0.1313
2154,-1045.65,363.565,-0.129545
2155,-1243.6,653.175,-0.114493
2156,-1115.02,394.425,-0.126121
2157,-851.793,355.806,-0.13866
2158,-1168.7,610.663,-0.117135
2159,-1176.92,451.348,-0.122602
2160,-1062.21,506.053,-0.123389
2161,-1378.1,785.78,-0.108689
2162,-1415.03,833.057,-0.106937
2163,-1223.61,732.393,-0.111912
2164,-1234.82,457.709,-0.121059
2165,-1819.01,343.257,-0.115958
2166,-1021.69,478.717,-0.125616
2167,-1356.86,460.027,-0.118587
2168,-1457.77,390.33,-0.118747
2169,-1098.37,575.508,-0.119704
2170,-1572.77,514.45,-0.114218
2171,-1459.9,455.701,-0.117113
2172,-1712.49,388.766,-0.11578
2173,-2014.89,1527.04,-0.0855115
2174,-1744.48,1191.22,-0.0950023
2175,-1973.83,1596.63,-0.0836795
2176,-1810.28,1720.45,-0.0802434
2177,-1900.81,69.069,-0.121656
2178,-1608.47,1451.69,-0.0875923
2179,-939.671,386.162,-0.132827
2180,-726.588,297.453,-0.15162
2181,-1141.42,570.231,-0.119146
2182,-1262.09,698.295,-0.112703
2183,-1108.8,530.657,-0.121241
2184,-789.032,317.651,-0.145211
2185,-978.526,405.568,-0.130353
2186,-1023.18,432.982,-0.127488
2187,-1117.78,441.949,-0.12442
2188,-1220.54,610.138,-0.116344
2189,-867.13,378.852,-0.136389
2190,-1281.4,750.979,-0.110706
2191,-1299.37,452.963,-0.119831
2192,-1339.24,743.636,-0.110377
2193,-1442.83,885.443,-0.105117
2194,-1065.32,458.873,-0.125215
2195,-2054.34,1599.36,-0.0835664
2196,-959.471,434.897,-0.129525
2197,-1455.86,326.057,-0.120294
2198,-1436.92,776.709,-0.108486
2199,-1712.02,1139.55,-0.0965348
2200,-1815.67,1187.07,-0.0949485
2201,-1194.7,501.388,-0.120508
2202,-1716.15,448.022,-0.114372
2203,-1859.88,274.424,-0.117229
2204,-1851.61,1661.46,-0.0818962
2205,-1465.45,513.019,-0.115552
2206,-1307.2,708.589,-0.111876
2207,-726.569,243.935,-0.157907
2208,-1023.88,394.56,-0.129213
2209,-1157.12,530.546,-0.120236
2210,-1271.87,611.002,-0.115457
2211,-1099.29,485.703,-0.123264
2212,-1279.35,799.691,-0.109022
2213,-1257.8,517.25,-0.118777
2214,-1402.36,501.427,-0.116727
2215,-1303.07,657.83,-0.11358
2216,-1393.36,732.796,-0.110196
2217,-1436.12,570.82,-0.114404
2218,-1408.27,930.885,-0.103843
2219,-2139.57,1614.18,-0.0830933
2220,-1142.43,490.265,-0.122137
2221,-1854.78,1252.39,-0.0930852
2222,-1780.59,479.202,-0.113131
2223,-1720.98,1077.85,-0.0982427
2224,-1822.42,205.767,-0.119042
2225,-1896.41,344.205,-0.115421
2226,-1454.81,271.196,-0.121582
2227,-1880.92,1734.3,-0.0799496
2228,-1301.93,408.246,-0.121083
2229,-1861.37,137.509,-0.12033
2230,-1502.54,900.682,-0.104281
2231,-1253.19,834.181,-0.107968
2232,-1495.6,756.538,-0.1086
2233,-1329.71,511.123,-0.117678
2234,-1298.58,564.938,-0.116658
2235,-1458.58,932.661,-0.103516
2236,-1320.6,607.54,-0.114939
2237,-1446.75,718.107,-0.110145
2238,-1487.2,626.763,-0.11227
2239,-1405.67,679.465,-0.11173
2240,-1970.99,339.628,-0.115093
2241,-1553.91,791.365,-0.10715
2242,-1557.76,861.741,-0.105081
2243,-1900.08,206.337,-0.118522
2244,-1847.48,518.275,-0.111749
2245,-1799.65,1044.56,-0.0988707
2246,-1851.79,424.952,-0.113879
2247,-1818.43,1321.42,-0.0912604
2248,-1890.56,1183.92,-0.0948611
2249,-1972.08,1738.94,-0.0798334
2250,-1366.6,634.042,-0.113571
2251,-1981.94,70.0743,-0.1212
2252,-2147.05,1702.81,-0.0807759
2253,-1849.08,1117.01,-0.0967724
2254,-1992.69,1889.82,-0.0758345
2255,-1619.91,481.704,-0.114468
2256,-1437.71,984.058,-0.101969
2257,-1543.69,608.253,-0.112188
2258,-1424.18,630.3,-0.112942
2259,-1547.55,723.668,-0.109071
2260,-1562.96,929.568,-0.103116
2261,-1249.43,572.561,-0.117119
2262,-1886.95,1045.27,-0.0985353
2263,-1893.54,1320.07,-0.0911936
2264,-1725.5,1001.43,-0.100318
2265,-1840.13,611.731,-0.109614
2266,-2011.1,277.024,-0.116313
2267,-1978.94,207.937,-0.11805
2268,-2013.68,1666.87,-0.0817786
2269,-1452.06,669.633,-0.111485
2270,-2020.22,140.436,-0.119391
2271,-1967.09,1182.99,-0.0946923
2272,-1732.22,913.015,-0.102715
2273,-1360.22,922.429,-0.104343
2274,-1397.72,601.317,-0.114057
2275,-1496.12,1023.94,-0.100542
2276,-1543.78,661.805,-0.110743
2277,-1857.39,1389.85,-0.0893431
2278,-1605.25,745.716,-0.107984
2279,-1851.74,974.418,-0.100547
2280,-1667.37,1040.35,-0.0994707
2281,-1767.98,626.001,-0.109781
2282,-1968.79,1317.92,-0.0911306
2283,-1909.71,476.178,-0.112337
2284,-1966.96,1044.72,-0.0982664
2285,-2007.94,1114.93,-0.0963461
2286,-2004.12,1249.92,-0.0928478
2287,-1559.3,995.824,-0.101182
2288,-1599.09,628.298,-0.111077
2289,-1316.59,997.183,-0.101886
2290,-1604.82,1043.38,-0.0995884
2291,-1433.81,1047.07,-0.100006
2292,-1816.69,905.518,-0.102454
2293,-1986.98,471.269,-0.112029
2294,-1673.74,754.238,-0.107251
2295,-1714.47,676.782,-0.108915
2296,-2007.93,974.686,-0.099901
2297,-1713.38,593.28,-0.110967
2298,-2045.11,1186.01,-0.0944237
2299,-2010.17,1384.69,-0.0892975
2300,-2045.35,1312.87,-0.0911288
2301,-1587.35,689.5,-0.10962
2302,-1399.4,1014.59,-0.101138
2303,-1545.89,1051.63,-0.0995935
2304,-2049.7,1044.93,-0.0979937
2305,-2127.46,1201.83,-0.093799
2306,-1716.13,518.814,-0.112716
2307,-2129.69,1297.4,-0.0913614
2308,-1661.75,627.612,-0.110553
2309,-1968.26,905.235,-0.101788
2310,-1704.62,828.617,-0.105074
2311,-1667.61,482.659,-0.114038
2312,-2049.01,904.313,-0.10149
2313,-1663.41,884.57,-0.103855
2314,-1748.5,757.89,-0.106625
2315,-1571.27,1092.63,-0.098252
2316,-2129.41,1044.89,-0.0977464
2317,-2009.02,834.962,-0.103347
2318,-1610.43,892.69,-0.103875
2319,-1823.29,763.028,-0.106034
2320,-2128.06,903.134,-0.101218
2321,-1970.51,765.864,-0.105193
2322,-2049.97,764.379,-0.104874
2323,-1856.47,835.186,-0.104046
2324,-1865.42,694.299,-0.107473
2325,-2010.93,695.42,-0.106696
2326,-1896.82,765.384,-0.105565
2327,-2128.9,763.311,-0.104555
2328,-1972.6,628.215,-0.108482
2329,-1907.49,637.998,-0.108574
2330,-2050.26,622.955,-0.108223
2331,-2013.59,555.173,-0.109949
2332,-2132.76,606.966,-0.108265
2333,-1891.9,905.256,-0.102118
2334,-2128.56,2007.04,-0.0728126
2335,-2064.91,73.7192,-0.12076
2336,-2019.83,1811.51,-0.077931
2337,-2054.98,1453.33,-0.0874109
2338,-1573.93,571.396,-0.112757
2339,-2160.19,91.4991,-0.120017
2340,-2253.85,2143.47,-0.0693054
2341,-1757.38,1587.48,-0.0838652
2342,-1998.65,395.042,-0.113679
2343,-2264.72,72.2776,-0.120195
2344,-2421.82,2131.45,-0.0695661
2345,-2425.2,1847.58,-0.0767933
2346,-2413.95,1338.17,-0.0897299
2347,-2412.89,1163.77,-0.0940831
2348,-2392.67,1046.67,-0.0970193
2349,-2417.31,753.342,-0.104043
2350,-2409.36,364.111,-0.1132
2351,-2418.74,644.65,-0.106605
2352,-2396.43,1455.81,-0.0868024
2353,-2422.07,1742.61,-0.0794721
2354,-2063.56,214.728,-0.117513
2355,-2329.67,50.1008,-0.120587
2356,-2430.7,2343.52,-0.0641767
2357,-2439.96,168.293,-0.11773
2358,-2122.52,263.255,-0.116179
2359,-2038.64,343.452,-0.11468
2360,-2141.66,1444.51,-0.087526
2361,-2147.43,191.96,-0.117736
2362,-2073.95,1873.48,-0.0763111
2363,-2431.76,1250.56,-0.0918728
2364,-2434.95,555.327,-0.108677
2365,-2435.79,1654.89,-0.0816733
2366,-2416.24,1569.95,-0.0838692
2367,-2418.34,470.378,-0.11071
2368,-2411.72,929.772,-0.0998145
2369,-2406.35,2024.97,-0.0722907
2370,-2431.7,843.485,-0.101844
2371,-2438.14,1937.05,-0.0744934
2372,-2066.67,1738.33,-0.0798584
2373,-2066.46,491.928,-0.111181
2374,-2255.19,2067.43,-0.0712802
2375,-2264.84,764.558,-0.104181
2376,-2287.42,1044.78,-0.0973336
2377,-2310.67,330.004,-0.114145
2378,-2260.13,1319.26,-0.0905222
2379,-2297.86,1462.43,-0.0868266
2380,-2272.95,628.486,-0.107322
2381,-2269.03,1186.51,-0.0938591
2382,-2281.31,1719.86,-0.0802244
2383,-2259.78,1877.78,-0.076151
2384,-2303.54,228.88,-0.116482
2385,-2119.48,349.847,-0.114207
2386,-2119.89,439.058,-0.1122
2387,-2122.68,1926.16,-0.0749476
2388,-2137.4,1774.8,-0.0788791
2389,-2140.27,513.863,-0.110385
2390,-2289.11,1992.56,-0.0731741
2391,-2157.64,1370.1,-0.089446
2392,-2278.89,1599.93,-0.0833266
2393,-2277.11,497.329,-0.110355
2394,-2262.7,897.999,-0.100969
2395,-2198.9,1326.73,-0.0904399
2396,-2210.81,2019.01,-0.0724991
2397,-2157.77,1853.92,-0.0768239
2398,-2355.98,-139.339,-0.125043
2399,-2232.97,-161.613,-0.125787
2400,-2067.71,-131.348,-0.125563
2401,-1933.31,-145.986,-0.126497
2402,-1768.27,-144.407,-0.127519
2403,-1640.63,-124.51,-0.128153
2404,-1485.03,-136.3,-0.130358
2405,-1348.93,-143.727,-0.132886
2406,-1224.39,-140.767,-0.135908
2407,-1074.16,-124.404,-0.141193
2408,-919.411,-143.369,-0.15114
2409,-781.49,-138.739,-0.166119
2410,-642.45,-132.139,-0.195148
2411,-502.078,-138.489,-0.230449
2412,-2326.35,-261.102,-0.127962
2413,-2214.61,-271.839,-0.128461
2414,-2066.22,-287.53,-0.129254
2415,-1927.16,-279.666,-0.129709
2416,-1783.31,-279.063,-0.130581
2417,-1638.88,-261.045,-0.131345
2418,-1504.08,-275.531,-0.133226
2419,-1354.05,-281.204,-0.13579
2420,-1216.05,-276.901,-0.138826
2421,-1061.39,-281.783,-0.144098
2422,-922.739,-263.534,-0.150964
2423,-787.617,-284.148,-0.160028
2424,-634.014,-271.587,-0.174973
2425,-491.683,-277.758,-0.174092
2426,-2316.16,-438.355,-0.132164
2427,-2201.74,-417.318,-0.131636
2428,-2088.31,-414.098,-0.132213
2429,-1926.09,-417.625,-0.132994
2430,-1778.08,-419.457,-0.133899
2431,-1630.15,-427.739,-0.135265
2432,-1504.56,-430.437,-0.136676
2433,-1359.76,-401.767,-0.138117
2434,-1208.5,-415.701,-0.141295
2435,-1062.25,-414.015,-0.145213
2436,-928.19,-424.282,-0.149332
2437,-780.366,-417.311,-0.15452
2438,-637.487,-413.694,-0.155877
2439,-486.019,-411.567,-0.139118
2440,-2326.71,-553.966,-0.134895
2441,-2198.12,-554.808,-0.135245
2442,-2089.37,-555.761,-0.135583
2443,-1928.18,-560.788,-0.136317
2444,-1768.93,-563.794,-0.137245
2445,-1628.91,-557.853,-0.138113
2446,-1502.22,-570.429,-0.139557
2447,-1333.71,-551.466,-0.141122
2448,-1207.89,-553.294,-0.142969
2449,-1065.56,-561.799,-0.145382
2450,-921.827,-565.597,-0.147311
2451,-776.004,-552.648,-0.14801
2452,-642.955,-559.202,-0.143132
2453,-2314.93,-669.534,-0.137673
2454,-2200.32,-690.572,-0.138723
2455,-2090.33,-695.235,-0.138857
2456,-1916.35,-703.089,-0.139631
2457,-1775.92,-691.876,-0.140032
2458,-1647.06,-683.378,-0.140559
2459,-1493.4,-693.409,-0.141849
2460,-1361.22,-673.961,-0.142628
2461,-1208.0,-700.239,-0.144282
2462,-1072.58,-693.637,-0.145148
2463,-925.101,-700.365,-0.145083
2464,-782.62,-685.562,-0.143143
2465,-2330.48,-857.38,-0.141981
2466,-2203.42,-836.642,-0.141518
2467,-2092.34,-835.888,-0.142067
2468,-1931.93,-840.344,-0.142602
2469,-1783.44,-833.125,-0.142953
2470,-1631.46,-822.167,-0.143368
2471,-1497.82,-832.628,-0.144132
2472,-1354.12,-837.051,-0.144749
2473,-1205.9,-844.842,-0.145194
2474,-1066.23,-828.011,-0.144867
2475,-934.513,-824.946,-0.14357
2476,-2315.02,-961.172,-0.144437
2477,-2203.38,-974.661,-0.14524
2478,-2094.33,-975.398,-0.145208
2479,-1930.24,-977.055,-0.14554
2480,-1777.85,-978.819,-0.145891
2481,-1622.02,-985.392,-0.146316
2482,-1483.67,-971.455,-0.146257
2483,-1359.25,-972.503,-0.146284
2484,-1214.09,-973.625,-0.145951
2485,-1061.67,-955.537,-0.144723
2486,-2319.05,-1137.08,-0.148362
2487,-2208.59,-1123.53,-0.148251
2488,-2096.89,-1122.62,-0.148409
2489,-1933.14,-1115.78,-0.148423
2490,-1781.1,-1119.69,-0.148588
2491,-1626.78,-1123.68,-0.148664
2492,-1514.64,-1128.6,-0.148606
2493,-1351.7,-1111.53,-0.147826
2494,-1201.83,-1110.98,-0.146811
2495,-2331.8,-1363.22,-0.153341
2496,-2237.91,-1387.43,-0.153938
2497,-2056.12,-1400.27,-0.154232
2498,-1935.15,-1381.36,-0.153742
2499,-1782.14,-1388.8,-0.153595
2500,-1634.28,-1396.14,-0.15323
2501,-1479.6,-1386.11,-0.152213
2502,-1350.82,-1252.28,-0.149463
2503,-1511.98,-1266.32,-0.150611
2504,-1635.84,-1245.28,-0.150664
2505,-1782.26,-1254.81,-0.151105
2506,-1933.57,-1251.72,-0.151167
2507,-2071.28,-1262.0,-0.151358
2508,-2228.1,-1258.81,-0.151182
2509,-2337.27,-1251.6,-0.150871
2510,-2378.16,-1557.4,-0.157497
2511,-2250.15,-1528.17,-0.156946
2512,-2070.53,-1538.45,-0.157095
2513,-1942.75,-1519.77,-0.156494
2514,-1777.76,-1526.98,-0.156121
2515,-1618.42,-1516.73,-0.155189
2516,-2337.88,-1677.62,-0.160142
2517,-2238.51,-1651.44,-0.159584
2518,-2055.58,-1661.1,-0.15957
2519,-1935.85,-1654.27,-0.159125
2520,-1778.95,-1672.96,-0.158856
2521,-2327.48,-1799.06,-0.162756
2522,-2217.29,-1765.41,-0.161962
2523,-2075.0,-1805.91,-0.162541
2524,-1939.55,-1827.47,-0.162556
2525,-2354.58,-1938.54,-0.165778
2526,-2189.35,-1944.65,-0.165661
2527,-2054.29,-1951.95,-0.165481
2528,-2336.34,-2071.72,-0.168617
2529,-2182.78,-2077.55,-0.16843
2530,-2368.76,-2227.35,-0.172004
2531,-508.537,-113.908,-0.237354
2532,-494.441,-162.819,-0.222178
2533,-476.009,-210.693,-0.200825
2534,-426.305,-300.411,-0.147526
2535,-514.143,-88.4916,-0.242987
2536,-453.217,-256.509,-0.175086
2537,-519.476,-60.7348,-0.247265
2538,-411.58,-321.225,-0.13336
2539,-440.221,-278.663,-0.161525
2540,-485.742,-186.925,-0.212204
2541,-465.166,-233.853,-0.188319
2542,-394.151,-360.929,-0.11406
2543,-415.568,-380.6,-0.121574
2544,-436.296,-400.749,-0.126634
2545,-456.911,-420.324,-0.130366
2546,-593.553,-24.9864,-0.226579
2547,-477.67,-440.055,-0.133158
2548,-498.55,-460.383,-0.135253
2549,-622.623,-25.7249,-0.211342
2550,-519.585,-481.181,-0.136744
2551,-652.942,-26.6807,-0.199037
2552,-541.204,-502.469,-0.137861
2553,-563.538,-524.223,-0.138746
2554,-684.514,-27.7489,-0.188683
2555,-586.62,-546.449,-0.139427
2556,-717.38,-28.8874,-0.179896
2557,-610.572,-569.313,-0.139957
2558,-635.336,-592.891,-0.140368
2559,-751.609,-30.2363,-0.172372
2560,-660.93,-617.162,-0.140699
2561,-787.279,-31.6897,-0.165892
2562,-687.487,-642.289,-0.140969
2563,-714.943,-668.22,-0.141202
2564,-824.405,-32.9095,-0.160299
2565,-742.878,-694.728,-0.141419
2566,-770.938,-721.681,-0.141636
2567,-863.014,-34.0894,-0.15549
2568,-799.282,-748.847,-0.141812
2569,-903.197,-35.3997,-0.151336
2570,-828.51,-776.869,-0.142031
2571,-858.911,-806.191,-0.14232
2572,-944.927,-36.7409,-0.147714
2573,-890.144,-836.163,-0.142608
2574,-988.169,-38.2063,-0.144556
2575,-954.499,-898.231,-0.143305
2576,-1033.13,-39.8783,-0.14179
2577,-987.552,-931.293,-0.143723
2578,-1080.04,-41.602,-0.139358
2579,-1020.44,-964.785,-0.144179
2580,-1128.79,-43.1876,-0.137224
2581,-1094.19,-1030.43,-0.145167
2582,-1179.39,-44.7979,-0.135344
2583,-1130.81,-1067.39,-0.145746
2584,-1158.38,-1101.31,-0.14629
2585,-1232.5,-46.6188,-0.133665
2586,-1247.58,-1177.53,-0.147796
2587,-1288.58,-48.1517,-0.132162
2588,-1346.67,-48.9004,-0.130831
2589,-1375.45,-1308.71,-0.150376
2590,-1404.84,-50.1636,-0.129716
2591,-1420.65,-1342.07,-0.151227
2592,-1464.55,-57.8517,-0.128855
2593,-1508.48,-1442.42,-0.153283
2594,-1531.3,-63.9197,-0.128053
2595,-1602.48,-62.8036,-0.127149
2596,-519.01,-156.764,-0.227784
2597,-396.779,-336.978,-0.121595
2598,-523.578,-25.9187,-0.250162
2599,-540.003,-79.4198,-0.247464
2600,-478.415,-255.123,-0.181455
2601,-451.743,-301.397,-0.156191
2602,-500.823,-206.566,-0.206927
2603,-490.184,-231.068,-0.194551
2604,-548.722,-48.3322,-0.250439
2605,-437.661,-324.06,-0.143981
2606,-465.491,-278.538,-0.168484
2607,-510.374,-181.727,-0.218123
2608,-421.54,-349.177,-0.13044
2609,-443.437,-372.838,-0.13384
2610,-533.54,-106.25,-0.241949
2611,-464.258,-392.391,-0.1369
2612,-579.104,-49.2859,-0.23481
2613,-607.579,-50.3965,-0.217384
2614,-528.211,-451.763,-0.141529
2615,-636.983,-52.1972,-0.20438
2616,-549.375,-472.459,-0.142071
2617,-571.46,-493.382,-0.142552
2618,-667.763,-54.2875,-0.193376
2619,-594.375,-514.719,-0.142852
2620,-699.949,-56.5205,-0.184043
2621,-618.219,-536.6,-0.143034
2622,-733.417,-59.1434,-0.176129
2623,-668.96,-582.606,-0.143173
2624,-768.39,-62.7688,-0.16923
2625,-696.094,-607.137,-0.14318
2626,-724.408,-632.64,-0.143158
2627,-805.201,-65.5124,-0.163306
2628,-753.366,-658.863,-0.143131
2629,-843.333,-67.1555,-0.158177
2630,-882.679,-69.3966,-0.153848
2631,-838.832,-738.286,-0.143093
2632,-923.414,-71.8808,-0.150067
2633,-870.099,-765.21,-0.14328
2634,-902.229,-794.731,-0.14343
2635,-965.317,-74.6669,-0.146792
2636,-922.173,-866.75,-0.142924
2637,-1186.41,-1057.49,-0.14628
2638,-1008.77,-77.8943,-0.143934
2639,-1001.76,-887.542,-0.144094
2640,-1054.32,-81.3366,-0.141417
2641,-1035.42,-922.298,-0.144413
2642,-1101.71,-84.74,-0.139206
2643,-1055.96,-996.485,-0.144574
2644,-1150.82,-88.0698,-0.137267
2645,-1145.31,-1018.81,-0.145732
2646,-1202.63,-91.6859,-0.135552
2647,-1209.77,-1152.41,-0.147182
2648,-1258.45,-95.8828,-0.133988
2649,-1430.45,-1273.67,-0.150239
2650,-1293.32,-1210.63,-0.148521
2651,-1560.37,-1405.74,-0.152987
2652,-1317.4,-97.4256,-0.13256
2653,-1555.72,-1475.48,-0.154173
2654,-1671.91,-61.5004,-0.1264
2655,-1655.23,-1575.74,-0.15645
2656,-515.966,-227.367,-0.195987
2657,-463.596,-324.136,-0.152477
2658,-566.73,-73.7887,-0.23734
2659,-451.764,-346.698,-0.143301
2660,-526.373,-201.778,-0.205773
2661,-559.328,-99.2207,-0.234528
2662,-504.38,-252.752,-0.185377
2663,-593.053,-73.5036,-0.221603
2664,-620.612,-76.236,-0.209231
2665,-625.378,-504.27,-0.14623
2666,-507.125,-431.135,-0.140739
2667,-535.875,-176.256,-0.214689
2668,-556.785,-443.126,-0.14639
2669,-650.184,-525.805,-0.145988
2670,-650.375,-79.5209,-0.197796
2671,-578.696,-462.941,-0.146552
2672,-477.735,-301.828,-0.162729
2673,-601.655,-483.411,-0.146418
2674,-469.947,-365.289,-0.143881
2675,-681.917,-82.9244,-0.187988
2676,-714.668,-86.4859,-0.179675
2677,-547.571,-24.6991,-0.249592
2678,-747.976,-90.7871,-0.172796
2679,-703.61,-572.149,-0.145404
2680,-732.242,-597.264,-0.145102
2681,-784.761,-100.391,-0.166218
2682,-491.562,-382.003,-0.145575
2683,-526.763,-131.81,-0.235762
2684,-824.073,-99.1448,-0.160628
2685,-862.078,-102.061,-0.156286
2686,-676.327,-548.423,-0.145708
2687,-901.678,-105.689,-0.152374
2688,-810.074,-712.72,-0.143189
2689,-877.492,-722.396,-0.14424
2690,-967.944,-855.128,-0.143814
2691,-942.27,-109.661,-0.148994
2692,-761.829,-622.946,-0.144797
2693,-984.15,-114.173,-0.146067
2694,-792.455,-649.279,-0.144532
2695,-913.269,-751.411,-0.144262
2696,-945.133,-783.029,-0.144245
2697,-1052.1,-876.864,-0.144669
2698,-1171.67,-134.476,-0.137442
2699,-1107.02,-975.531,-0.14523
2700,-1242.35,-1073.46,-0.146836
2701,-1299.2,-1148.98,-0.147913
2702,-1375.87,-96.7923,-0.131284
2703,-1028.07,-119.126,-0.14348
2704,-1698.34,-1522.94,-0.155706
2705,-1535.08,-1337.1,-0.1518
2706,-1122.09,-129.241,-0.13919
2707,-1287.21,-151.666,-0.134463
2708,-1091.46,-917.956,-0.144943
2709,-552.874,-125.149,-0.228989
2710,-515.061,-400.781,-0.146693
2711,-473.67,-343.216,-0.150571
2712,-580.947,-92.6012,-0.225051
2713,-518.673,-275.883,-0.177772
2714,-656.658,-492.596,-0.148926
2715,-544.609,-150.883,-0.222775
2716,-531.085,-249.471,-0.187044
2717,-542.581,-223.024,-0.195425
2718,-505.03,-302.462,-0.167724
2719,-603.561,-98.1515,-0.213934
2720,-488.962,-326.226,-0.158158
2721,-632.089,-103.205,-0.201902
2722,-584.4,-432.715,-0.150866
2723,-607.643,-452.4,-0.150084
2724,-662.995,-108.058,-0.191702
2725,-552.987,-196.547,-0.202968
2726,-959.61,-149.032,-0.148146
2727,-631.644,-472.094,-0.1495
2728,-695.47,-112.664,-0.182924
2729,-728.493,-117.171,-0.175435
2730,-493.893,-352.944,-0.15252
2731,-757.736,-119.451,-0.170215
2732,-739.247,-562.049,-0.147036
2733,-768.229,-587.612,-0.14653
2734,-710.533,-537.412,-0.147654
2735,-682.976,-514.309,-0.148292
2736,-841.077,-133.065,-0.158737
2737,-1408.47,-143.693,-0.131769
2738,-1001.82,-155.248,-0.145512
2739,-844.297,-705.001,-0.144108
2740,-879.623,-138.337,-0.154629
2741,-1190.68,-181.719,-0.137737
2742,-1163.48,-972.893,-0.145655
2743,-1015.51,-841.295,-0.14448
2744,-799.274,-611.503,-0.145946
2745,-1249.64,-1125.58,-0.147298
2746,-1230.42,-1021.69,-0.146383
2747,-1093.85,-168.593,-0.141078
2748,-870.941,-673.748,-0.145203
2749,-958.077,-741.964,-0.144831
2750,-1427.75,-96.9601,-0.130348
2751,-1475.55,-1321.05,-0.151233
2752,-1242.13,-192.426,-0.136454
2753,-1594.98,-1350.67,-0.152251
2754,-1138.42,-937.096,-0.145291
2755,-1104.43,-864.259,-0.145043
2756,-1723.31,-1604.39,-0.157319
2757,-1668.46,-1455.68,-0.15439
2758,-1741.67,-65.304,-0.125859
2759,-546.376,-272.529,-0.179555
2760,-746.068,-150.08,-0.171207
2761,-562.187,-170.514,-0.209971
2762,-661.931,-458.58,-0.152009
2763,-558.855,-245.534,-0.186892
2764,-520.065,-332.316,-0.16167
2765,-570.785,-145.13,-0.215159
2766,-562.905,-417.165,-0.15069
2767,-612.435,-421.854,-0.153974
2768,-688.762,-479.608,-0.150957
2769,-519.601,-368.367,-0.153673
2770,-571.205,-217.94,-0.193208
2771,-636.108,-440.067,-0.152748
2772,-708.677,-143.547,-0.178282
2773,-534.022,-300.23,-0.171268
2774,-612.139,-124.938,-0.20524
2775,-822.394,-677.502,-0.144354
2776,-746.32,-526.486,-0.148936
2777,-935.085,-182.808,-0.150128
2778,-582.013,-118.134,-0.218611
2779,-717.109,-502.118,-0.149956
2780,-674.934,-137.846,-0.18599
2781,-975.614,-189.755,-0.147472
2782,-1187.7,-925.423,-0.145494
2783,-536.567,-422.209,-0.147057
2784,-833.397,-637.903,-0.145646
2785,-1047.0,-162.037,-0.143155
2786,-856.5,-169.502,-0.156777
2787,-1119.91,-816.38,-0.145055
2788,-809.208,-126.819,-0.162442
2789,-895.63,-176.126,-0.153205
2790,-915.945,-648.652,-0.146041
2791,-978.617,-811.087,-0.144266
2792,-982.258,-773.208,-0.14476
2793,-800.267,-578.025,-0.147331
2794,-1142.16,-174.725,-0.13927
2795,-1187.94,-1008.9,-0.146027
2796,-1658.26,-1321.77,-0.152015
2797,-1376.41,-190.09,-0.133398
2798,-1143.42,-895.851,-0.145347
2799,-1282.32,-1033.87,-0.14673
2800,-1295.15,-1089.19,-0.147304
2801,-1292.72,-209.957,-0.135571
2802,-1206.73,-228.847,-0.138145
2803,-978.05,-702.293,-0.145264
2804,-1025.85,-787.932,-0.144863
2805,-1584.74,-1290.98,-0.151294
2806,-665.422,-420.981,-0.155549
2807,-574.917,-269.325,-0.1795
2808,-588.342,-164.195,-0.204517
2809,-620.953,-392.736,-0.157865
2810,-580.57,-190.236,-0.199807
2811,-693.906,-443.775,-0.153775
2812,-617.915,-156.19,-0.198261
2813,-562.924,-295.85,-0.173458
2814,-587.245,-398.744,-0.155204
2815,-819.152,-545.9,-0.148486
2816,-910.08,-215.28,-0.151956
2817,-588.886,-242.452,-0.184862
2818,-652.618,-162.333,-0.188414
2819,-838.397,-590.721,-0.147143
2820,-686.107,-168.476,-0.180652
2821,-722.897,-465.437,-0.152342
2822,-1114.28,-213.923,-0.141025
2823,-777.09,-173.292,-0.165723
2824,-753.105,-489.342,-0.151027
2825,-552.66,-323.118,-0.166746
2826,-549.39,-389.404,-0.153533
2827,-719.717,-175.126,-0.173958
2828,-548.248,-353.116,-0.159993
2829,-1161.26,-219.75,-0.139438
2830,-1019.22,-198.578,-0.145075
